TGL,DATE,TIME,pH,DO,COND,TURB,TEMP,NH4,BOD,TSS,COD,NO3
2/7/2022 12:00,2/7/2022,12:00,7.81,0.1,0.3,21.9,27.9,0.21,30.29,22.97,126.02,11.13
2/7/2022 13:00,2/7/2022,13:00,7.82,0.03,0.3,21.5,28.3,0.2,31.47,22.06,130.87,11
2/7/2022 14:00,2/7/2022,14:00,7.85,0.08,0.4,21.2,29.2,0.22,37.34,18.09,154.9,13.76
2/7/2022 15:00,2/7/2022,15:00,7.83,2,0.4,31.7,29.8,0.2,37.16,47.82,154.15,15.2
2/7/2022 16:00,2/7/2022,16:00,7.8,1.22,0.4,16.4,29.8,0.19,36.68,21.22,152.17,14.76
2/7/2022 17:00,2/7/2022,17:00,7.78,1.15,0.4,13.5,29.8,0.19,36.73,12.26,152.37,14.63
2/7/2022 18:00,2/7/2022,18:00,7.78,1.25,0.4,13,29.8,0.2,37.14,10.3,154.06,14.51
2/7/2022 19:00,2/7/2022,19:00,7.82,1.23,0.5,12.7,29.8,0.24,40.79,10.2,169,15.48
2/7/2022 20:00,2/7/2022,20:00,7.83,1.13,0.5,12.3,29.7,0.27,41.6,8.15,172.34,15.74
2/7/2022 21:00,2/7/2022,21:00,7.85,1.34,0.5,11.5,29.6,0.29,43.03,7.58,178.16,16.05
2/7/2022 22:00,2/7/2022,22:00,7.84,0.64,0.5,10.7,29.3,0.29,39.85,5.87,165.17,13.93
2/7/2022 23:00,2/7/2022,23:00,7.79,1.27,0.4,11,29.2,0.24,37.58,4.84,155.85,13.26
2/8/2022 0:00,2/8/2022,0:00,7.79,1.18,0.4,10.7,29.3,0.24,38.97,4.13,161.54,14.29
2/8/2022 1:00,2/8/2022,1:00,7.82,1.18,0.5,10.7,29.2,0.27,42.48,4.47,175.93,15.28
2/8/2022 2:00,2/8/2022,2:00,7.83,1.24,0.5,10.7,29.2,0.28,43.62,4.13,180.6,15.29
2/8/2022 3:00,2/8/2022,3:00,7.85,1.28,0.5,11.2,29.1,0.3,44.81,7.12,185.46,15.45
2/8/2022 4:00,2/8/2022,4:00,7.85,1,0.5,12.1,29,0.29,43.23,6.86,179,14.72
2/8/2022 5:00,2/8/2022,5:00,7.82,1.29,0.5,11.5,29,0.28,42.5,6.62,176.01,14.25
2/8/2022 6:00,2/8/2022,6:00,7.83,1.24,0.5,10.9,28.8,0.28,40.75,4.28,168.84,14.1
2/8/2022 7:00,2/8/2022,7:00,7.81,1.3,0.5,10.2,28.8,0.26,39.08,3.28,162,13.1
2/8/2022 8:00,2/8/2022,8:00,7.8,1.06,0.5,10.9,28.8,0.27,38.3,6.06,158.8,13.12
2/8/2022 9:00,2/8/2022,9:00,7.82,1.24,0.4,10.8,28.9,0.26,37.36,4.99,154.96,12.91
2/8/2022 10:00,2/8/2022,10:00,7.8,1.1,0.4,10.9,29.2,0.23,37.72,5.18,156.45,13.25
2/8/2022 11:00,2/8/2022,11:00,7.79,1.08,0.4,10.6,29.3,0.22,37.11,4.72,153.92,12.72
2/8/2022 12:00,2/8/2022,12:00,7.8,0.91,0.4,12.1,29.6,0.22,38.07,9.02,157.88,13.55
2/8/2022 13:00,2/8/2022,13:00,7.79,0.9,0.4,11.3,29.8,0.22,38.66,9.05,160.28,13.62
2/8/2022 14:00,2/8/2022,14:00,7.81,0.82,0.4,11.3,29.8,0.22,37.97,7.4,157.45,13.34
2/8/2022 15:00,2/8/2022,15:00,7.8,0.82,0.4,10.8,29.9,0.23,38.22,6.03,158.5,13.59
2/8/2022 16:00,2/8/2022,16:00,7.91,0.87,0.4,10.8,30,0.29,38.83,5.96,161.01,13.79
2/8/2022 17:00,2/8/2022,17:00,7.89,0.87,0.5,10.8,30.1,0.3,40.98,6.28,169.8,14.26
2/8/2022 18:00,2/8/2022,18:00,7.86,0.8,0.5,11,30.1,0.3,42.7,7.17,176.83,14.29
2/8/2022 19:00,2/8/2022,19:00,7.84,0.99,0.5,10.9,30.1,0.31,44.19,7.05,182.9,14.58
2/8/2022 20:00,2/8/2022,20:00,7.84,0.81,0.5,10.7,30,0.31,42.59,5.59,176.39,13.75
2/8/2022 21:00,2/8/2022,21:00,7.83,0.78,0.5,10.3,29.9,0.3,41.93,5.4,173.68,13.43
2/8/2022 22:00,2/8/2022,22:00,7.83,0.99,0.5,11.2,29.8,0.32,41.95,7.39,173.78,13.94
2/8/2022 23:00,2/8/2022,23:00,7.83,0.94,0.5,10.3,29.8,0.32,41.11,6.32,170.31,13.27
2/9/2022 0:00,2/9/2022,0:00,7.82,1.03,0.5,10.2,29.7,0.31,41.26,5.32,170.95,13.51
2/9/2022 1:00,2/9/2022,1:00,7.86,0.97,0.5,11.1,29.7,0.34,44.87,8.95,185.7,14.84
2/9/2022 2:00,2/9/2022,2:00,7.89,0.97,0.5,10.5,29.6,0.36,45.88,7.3,189.86,15.13
2/9/2022 3:00,2/9/2022,3:00,7.88,1.03,0.5,9.9,29.5,0.36,46.24,5.61,191.33,14.98
2/9/2022 4:00,2/9/2022,4:00,7.87,0.83,0.5,10.3,29.2,0.35,42.59,4.16,176.39,13.64
2/9/2022 5:00,2/9/2022,5:00,7.87,0.93,0.5,11.1,29.2,0.35,44.69,9.27,184.99,14.29
2/9/2022 6:00,2/9/2022,6:00,7.86,0.88,0.5,11.1,29,0.32,42.35,6.45,175.38,13.59
2/9/2022 7:00,2/9/2022,7:00,7.84,0.92,0.5,10.1,29.1,0.3,41.24,4.65,170.85,12.55
2/9/2022 8:00,2/9/2022,8:00,7.83,1.02,0.5,10.8,29.3,0.33,42.54,6.2,176.17,12.98
2/9/2022 9:00,2/9/2022,9:00,7.84,0.9,0.5,9.8,29.5,0.32,42.47,6.35,175.88,12.86
2/9/2022 10:00,2/9/2022,10:00,7.83,0.76,0.5,10.2,29.9,0.3,42.06,5.44,174.19,12.73
2/9/2022 11:00,2/9/2022,11:00,7.84,0.72,0.5,10.5,30.3,0.29,41.38,6.47,171.43,11.79
2/9/2022 12:00,2/9/2022,12:00,7.82,0.54,0.4,10.2,30.6,0.28,41.25,5.88,170.89,12.74
2/9/2022 13:00,2/9/2022,13:00,7.86,0.41,0.5,10,31.2,0.32,42.51,6.19,176.06,13.39
2/9/2022 14:00,2/9/2022,14:00,7.87,0.37,0.5,9.8,31.6,0.33,42.7,5.9,176.83,13.44
2/9/2022 15:00,2/9/2022,15:00,7.86,0.76,0.5,9.1,31.9,0.31,42.96,5.3,177.89,13.36
2/9/2022 16:00,2/9/2022,16:00,7.86,0.54,0.5,9.4,31.7,0.32,43.15,4.87,178.66,13.26
2/9/2022 17:00,2/9/2022,17:00,7.86,0.54,0.5,9.9,31.7,0.33,45.28,5.65,187.4,13.33
2/9/2022 18:00,2/9/2022,18:00,7.86,0.64,0.4,12.2,30.8,0.32,42.52,15.64,176.09,12.13
2/9/2022 19:00,2/9/2022,19:00,7.84,0.18,0.3,36,28.3,0.3,30.53,65.15,127.01,10.51
2/9/2022 20:00,2/9/2022,20:00,7.82,0.41,0.2,23.1,27.3,0.27,25.59,50.05,106.8,9.71
2/9/2022 21:00,2/9/2022,21:00,7.81,0.47,0.3,25.4,27.5,0.22,27.29,52.62,113.74,8.87
2/9/2022 22:00,2/9/2022,22:00,7.8,0.11,0.2,37.5,26.1,0.17,23.83,48.41,99.56,8.15
2/9/2022 23:00,2/9/2022,23:00,7.81,0.03,0.2,40.6,26,0.16,22.54,46.16,94.29,7.78
2/10/2022 0:00,2/10/2022,0:00,7.77,0.82,0.2,32.4,26.4,0.12,25.32,73.08,105.69,8.5
2/10/2022 1:00,2/10/2022,1:00,7.77,0.78,0.3,26.6,26.9,0.16,30.55,54.07,127.09,10.78
2/10/2022 2:00,2/10/2022,2:00,7.78,0.69,0.3,22.9,27.2,0.18,33.28,40.76,138.25,11.12
2/10/2022 3:00,2/10/2022,3:00,7.82,0.75,0.4,20.4,27.4,0.2,36.23,35.47,150.36,11.8
2/10/2022 4:00,2/10/2022,4:00,7.83,0.53,0.4,19.1,27.7,0.21,37.04,29.37,153.67,11.68
2/10/2022 5:00,2/10/2022,5:00,7.85,0.9,0.4,17.6,27.6,0.21,35.41,23.73,146.97,10.34
2/10/2022 6:00,2/10/2022,6:00,7.82,0.77,0.3,16.6,27.7,0.21,34.82,18.92,144.55,10.1
2/10/2022 7:00,2/10/2022,7:00,7.8,0.51,0.3,15.7,27.6,0.21,34.27,15.66,142.3,9.62
2/10/2022 8:00,2/10/2022,8:00,7.81,0.75,0.3,15.7,27.6,0.22,33.9,16.05,140.78,9.5
2/10/2022 9:00,2/10/2022,9:00,7.82,0.43,0.3,15.4,27.8,0.25,34.84,15.98,144.65,10.61
2/10/2022 10:00,2/10/2022,10:00,7.86,0.41,0.4,15.8,28.2,0.26,37.15,17.43,154.11,11.01
2/10/2022 11:00,2/10/2022,11:00,7.88,0.12,0.4,17.1,28.8,0.26,36.57,23.98,151.75,11.29
2/10/2022 12:00,2/10/2022,12:00,7.85,0.28,0.4,17.5,29.3,0.24,36.05,28.98,149.59,11.03
2/10/2022 13:00,2/10/2022,13:00,7.9,0.21,0.4,15.9,29.7,0.24,35.01,20.4,145.34,10.14
2/10/2022 14:00,2/10/2022,14:00,7.9,0.22,0.4,15.7,29.6,0.23,34.79,18.03,144.45,9.7
2/10/2022 15:00,2/10/2022,15:00,7.87,0.17,0.4,14.5,29.7,0.24,35.15,16.36,145.93,11.84
2/10/2022 16:00,2/10/2022,16:00,7.87,0.13,0.4,13.8,30.1,0.24,37.41,14.71,155.19,12.1
2/10/2022 17:00,2/10/2022,17:00,7.87,0.15,0.4,13.8,30,0.27,38.92,13.56,161.36,12.78
2/10/2022 18:00,2/10/2022,18:00,7.86,0.25,0.4,14.1,29.7,0.28,36.76,9.45,152.51,11.49
2/10/2022 19:00,2/10/2022,19:00,7.84,0.13,0.4,13.4,29.8,0.27,37.53,9.06,155.66,11.9
2/10/2022 20:00,2/10/2022,20:00,7.85,0.19,0.4,12.6,29.7,0.29,39.47,7.18,163.62,13.14
2/10/2022 21:00,2/10/2022,21:00,7.87,0.39,0.4,12.6,29.6,0.31,40.04,7.68,165.92,13.15
2/10/2022 22:00,2/10/2022,22:00,7.85,0.37,0.4,12.5,29.4,0.31,37.87,5.64,157.06,11.05
2/10/2022 23:00,2/10/2022,23:00,7.82,0.27,0.4,12.8,29.5,0.28,38.33,6.7,158.95,11.16
2/11/2022 0:00,2/11/2022,0:00,7.81,0.35,0.4,12.5,29.4,0.28,39.01,5.71,161.73,12.3
2/11/2022 1:00,2/11/2022,1:00,7.84,0.3,0.4,12.2,29.4,0.3,41.88,6.42,173.45,12.93
2/11/2022 2:00,2/11/2022,2:00,7.84,0.21,0.4,14.7,29.2,0.3,41.48,14.52,171.82,12.95
2/11/2022 3:00,2/11/2022,3:00,7.85,0.43,0.5,16.6,29.6,0.31,44.66,14.9,184.85,13.48
2/11/2022 4:00,2/11/2022,4:00,7.85,0.42,0.5,15.2,29.8,0.32,48.17,18.74,199.2,13.51
2/11/2022 5:00,2/11/2022,5:00,7.86,0.41,0.5,14.9,29.8,0.35,49.79,14.01,205.85,13.54
2/11/2022 6:00,2/11/2022,6:00,7.86,0.45,0.5,13,29.8,0.34,48.32,8.8,199.88,12.24
2/11/2022 7:00,2/11/2022,7:00,7.85,0.44,0.5,12.3,29.6,0.35,45.97,5.77,190.22,11.41
2/11/2022 8:00,2/11/2022,8:00,7.84,0.29,0.5,12.5,29.4,0.36,46.07,8.47,190.63,12.38
2/11/2022 9:00,2/11/2022,9:00,7.84,0.66,0.5,13.4,29.6,0.34,44.73,8.33,185.12,11.06
2/11/2022 10:00,2/11/2022,10:00,7.85,0.56,0.4,13.2,30,0.35,43.06,8.9,178.32,10.85
2/11/2022 11:00,2/11/2022,11:00,7.82,0.51,0.4,15.2,30.4,0.32,41.46,13.9,171.76,10.36
2/11/2022 12:00,2/11/2022,12:00,7.84,0.93,0.4,11.1,31.7,0.26,43.46,9.81,179.93,13.41
2/11/2022 13:00,2/11/2022,13:00,7.87,1.23,0.4,10.2,31.8,0.28,43.27,7.57,179.15,12.95
2/11/2022 14:00,2/11/2022,14:00,7.83,0.92,0.4,10.4,31.9,0.28,43.42,6.85,179.77,12.42
2/11/2022 15:00,2/11/2022,15:00,7.86,0.96,0.5,9.7,32.2,0.27,44.14,6.05,182.7,12.8
2/11/2022 16:00,2/11/2022,16:00,7.89,0.92,0.5,10,32.3,0.29,45.93,7.19,190.07,13.24
2/11/2022 17:00,2/11/2022,17:00,7.89,0.56,0.5,10,32.1,0.33,48.3,6.67,199.76,13.53
2/11/2022 18:00,2/11/2022,18:00,7.89,0.83,0.5,9.8,31.8,0.36,48.74,6.82,201.57,13.7
2/11/2022 19:00,2/11/2022,19:00,7.9,0.75,0.5,10.5,31.7,0.4,51.08,7.14,211.14,14.27
2/11/2022 20:00,2/11/2022,20:00,7.91,1.03,0.5,10,31.4,0.44,50.01,6.15,206.77,13.83
2/11/2022 21:00,2/11/2022,21:00,7.88,0.71,0.5,10.2,31.2,0.42,47.88,5.03,198.02,11.84
2/11/2022 22:00,2/11/2022,22:00,7.87,0.93,0.5,10.1,30.7,0.42,44.9,3.92,185.81,11.85
2/11/2022 23:00,2/11/2022,23:00,7.86,1.01,0.5,9.6,30.7,0.4,45.27,3.46,187.32,12.38
2/12/2022 0:00,2/12/2022,0:00,7.87,0.96,0.5,9.6,30.8,0.4,48.69,4.32,201.33,12.91
2/12/2022 1:00,2/12/2022,1:00,7.88,0.97,0.5,9.4,30.7,0.41,50.59,4.23,209.14,13.02
2/12/2022 2:00,2/12/2022,2:00,7.88,1.1,0.5,9.4,30.5,0.42,50.65,3.76,209.39,12.86
2/12/2022 3:00,2/12/2022,3:00,7.88,1.04,0.5,9.9,30.6,0.43,51.27,4.38,211.91,12.85
2/12/2022 4:00,2/12/2022,4:00,7.89,0.97,0.5,8.9,30.5,0.44,51.94,3.33,214.65,13.04
2/12/2022 5:00,2/12/2022,5:00,7.9,1.12,0.5,9.9,30.5,0.46,53.41,3.59,220.66,13.2
2/12/2022 6:00,2/12/2022,6:00,7.91,1.17,0.5,9.1,30.4,0.47,52.44,3.92,216.69,12.82
2/12/2022 7:00,2/12/2022,7:00,7.9,0.87,0.5,9.4,30.2,0.45,48.56,3.06,200.8,10.9
2/12/2022 8:00,2/12/2022,8:00,7.88,1.09,0.5,9.8,30.2,0.44,47.9,4.16,198.12,11.49
2/12/2022 9:00,2/12/2022,9:00,7.88,0.94,0.5,10.9,30,0.42,45.65,2.91,188.91,10.42
2/12/2022 10:00,2/12/2022,10:00,7.87,1.13,0.5,10.3,30.4,0.39,45.45,4.03,188.1,11.3
2/12/2022 11:00,2/12/2022,11:00,7.87,1.16,0.5,9.2,30.6,0.34,45.67,4.03,189,11.26
2/12/2022 12:00,2/12/2022,12:00,7.85,1.05,0.5,10.1,30.8,0.32,45.93,3.25,190.04,11.36
2/12/2022 13:00,2/12/2022,13:00,7.87,1.06,0.5,10,31.3,0.35,46.22,4.62,191.25,11.59
2/12/2022 14:00,2/12/2022,14:00,7.88,0.87,0.5,9.7,31.6,0.32,45.67,3.76,189,11.13
2/12/2022 15:00,2/12/2022,15:00,7.89,0.93,0.5,9.4,31.8,0.33,45.29,4.23,187.42,11.83
2/12/2022 16:00,2/12/2022,16:00,7.87,0.75,0.5,10,32,0.32,46.06,3.79,190.6,12.12
2/12/2022 17:00,2/12/2022,17:00,7.88,0.79,0.5,9.1,31.9,0.34,46.93,4.17,194.12,12.07
2/12/2022 18:00,2/12/2022,18:00,7.87,0.82,0.5,9.1,31.6,0.35,46.43,3.42,192.1,11.66
2/12/2022 19:00,2/12/2022,19:00,7.9,0.83,0.5,10.4,31.4,0.4,48.58,4.91,200.91,12.41
2/12/2022 20:00,2/12/2022,20:00,7.9,0.88,0.5,11.2,31.4,0.42,50.93,6.16,210.49,12.73
2/12/2022 21:00,2/12/2022,21:00,7.91,1.03,0.5,11,31.2,0.46,50.79,5.21,209.93,12.77
2/12/2022 22:00,2/12/2022,22:00,7.91,0.77,0.5,11.3,30.7,0.44,45.78,5.31,189.43,11
2/12/2022 23:00,2/12/2022,23:00,7.87,1.05,0.5,11.4,30.8,0.41,45.98,6.91,190.24,12.29
2/13/2022 0:00,2/13/2022,0:00,7.86,1.02,0.5,11.7,30.9,0.39,46.91,7.46,194.08,12.43
2/13/2022 1:00,2/13/2022,1:00,7.86,0.95,0.5,10.8,30.7,0.39,46.24,6.17,191.32,12.27
2/13/2022 2:00,2/13/2022,2:00,7.85,1.1,0.5,12.3,30.6,0.38,45.97,6.39,190.21,12.26
2/13/2022 3:00,2/13/2022,3:00,7.84,1.13,0.5,13.8,30.5,0.38,45.64,10.36,188.85,12.22
2/13/2022 4:00,2/13/2022,4:00,7.85,1.08,0.5,14.1,30.5,0.38,45.78,11.15,189.45,12.3
2/13/2022 5:00,2/13/2022,5:00,7.84,0.82,0.5,13.5,30.4,0.37,45.28,8.79,187.39,12.32
2/13/2022 6:00,2/13/2022,6:00,7.86,1.05,0.5,11.3,30.4,0.39,47.23,5.62,195.38,12.95
2/13/2022 7:00,2/13/2022,7:00,7.86,1.01,0.5,10.5,30.1,0.37,44.1,4.83,182.55,11.51
2/13/2022 8:00,2/13/2022,8:00,7.86,0.94,0.5,11.1,30.2,0.39,44.62,4.07,184.7,12.86
2/13/2022 9:00,2/13/2022,9:00,7.89,1.01,0.5,12.3,30.1,0.38,42.7,6.57,176.83,11.38
2/13/2022 10:00,2/13/2022,10:00,7.87,1.06,0.5,13.5,30.8,0.34,44.02,7.61,182.22,12.71
2/13/2022 11:00,2/13/2022,11:00,7.87,1.12,0.5,12,31.1,0.31,43.86,5.69,181.58,12.22
2/13/2022 12:00,2/13/2022,12:00,7.83,1.02,0.5,12,31,0.31,41.98,3.04,173.89,10.84
2/13/2022 13:00,2/13/2022,13:00,7.88,0.84,0.5,10.9,31.7,0.35,42.59,3.31,176.36,12.47
2/13/2022 14:00,2/13/2022,14:00,7.9,1.13,0.5,10.5,31.8,0.32,42.23,2.8,174.9,12.54
2/13/2022 15:00,2/13/2022,15:00,7.9,1.23,0.5,10.1,31.8,0.32,42.13,2.52,174.51,12.31
2/13/2022 16:00,2/13/2022,16:00,7.89,1.16,0.5,11.4,31.8,0.31,41.01,2.71,169.9,11.69
2/13/2022 17:00,2/13/2022,17:00,7.88,1.04,0.5,11.5,31.6,0.32,41.38,2.82,171.44,11.97
2/13/2022 18:00,2/13/2022,18:00,7.89,0.86,0.4,15.1,30.1,0.33,33.21,8.71,137.96,9.79
2/13/2022 19:00,2/13/2022,19:00,7.88,1.08,0.3,22,29.5,0.31,31.38,23.15,130.49,9.24
2/13/2022 20:00,2/13/2022,20:00,7.87,0.91,0.3,23,29.3,0.32,32.3,22.92,134.23,10.7
2/13/2022 21:00,2/13/2022,21:00,7.91,0.92,0.4,19.6,29.8,0.36,39.37,16.19,163.18,12.27
2/13/2022 22:00,2/13/2022,22:00,7.92,0.82,0.5,16.2,30.1,0.4,42.67,10.25,176.69,12.38
2/13/2022 23:00,2/13/2022,23:00,7.91,0.82,0.5,14.9,30.2,0.4,43.75,7.36,181.13,12.37
2/14/2022 0:00,2/14/2022,0:00,7.92,0.97,0.5,13.9,30.1,0.42,45.43,5.47,187.98,12.62
2/14/2022 1:00,2/14/2022,1:00,7.93,0.96,0.4,14.6,29.2,0.43,40.46,4.84,167.67,10.8
2/14/2022 2:00,2/14/2022,2:00,7.92,0.91,0.4,14.1,28.8,0.41,36.85,3.25,152.86,10.45
2/14/2022 3:00,2/14/2022,3:00,7.92,0.99,0.4,14.7,28.8,0.42,38.67,4.62,160.32,12.12
2/14/2022 4:00,2/14/2022,4:00,7.94,0.97,0.4,15.4,28.6,0.44,40.03,5.21,165.91,12.43
2/14/2022 5:00,2/14/2022,5:00,7.93,1.05,0.4,15.6,28.6,0.43,39.54,4.97,163.88,12.47
2/14/2022 6:00,2/14/2022,6:00,7.94,0.95,0.4,14.5,28.6,0.43,39.98,4.15,165.71,12.62
2/14/2022 7:00,2/14/2022,7:00,7.94,0.69,0.4,15.1,28.4,0.44,38.22,2.44,158.47,11.56
2/14/2022 8:00,2/14/2022,8:00,7.9,0.94,0.4,15.3,28.5,0.37,34.91,4.62,144.92,10.81
2/14/2022 9:00,2/14/2022,9:00,7.91,0.85,0.5,16.3,29.4,0.37,40.7,7.02,168.63,12.86
2/14/2022 10:00,2/14/2022,10:00,7.91,0.85,0.5,17,30.2,0.41,44.68,9.32,184.91,13.75
2/14/2022 11:00,2/14/2022,11:00,7.92,0.93,0.5,16.3,30.8,0.43,42.99,5.74,178.01,13.26
2/14/2022 12:00,2/14/2022,12:00,7.94,0.89,0.5,15.7,31.3,0.35,42.12,7.15,174.45,13.25
2/14/2022 13:00,2/14/2022,13:00,7.94,0.71,0.5,16.1,31.5,0.33,42.43,7.31,175.74,14.31
2/14/2022 14:00,2/14/2022,14:00,7.97,0.59,0.5,15,31.5,0.36,42.95,5.98,177.86,14.36
2/14/2022 15:00,2/14/2022,15:00,7.94,0.61,0.5,16.5,31.4,0.35,41.62,6.64,172.42,13.43
2/14/2022 16:00,2/14/2022,16:00,7.92,0.61,0.5,15.6,31.3,0.36,41.54,5.45,172.1,14.08
2/14/2022 17:00,2/14/2022,17:00,7.91,0.01,0.4,56.5,29.3,0.35,35.09,34.86,145.68,11.44
2/14/2022 18:00,2/14/2022,18:00,7.91,0,0.3,88.6,27.8,0.36,30.25,39.87,125.87,10.26
2/14/2022 19:00,2/14/2022,19:00,7.91,0,0.3,115.8,27.1,0.34,25.99,51.65,108.44,9.75
2/14/2022 20:00,2/14/2022,20:00,7.92,0,0.3,93.6,26.9,0.33,25.54,42.63,106.59,9.52
2/14/2022 21:00,2/14/2022,21:00,7.93,0,0.3,77.3,26.6,0.32,25.44,33.62,106.16,9.14
2/14/2022 22:00,2/14/2022,22:00,7.94,0,0.3,68.3,26.3,0.32,25.31,29.94,105.65,8.94
2/14/2022 23:00,2/14/2022,23:00,7.92,0.98,0.3,67.3,26.6,0.13,25.9,66.86,108.06,8.73
2/15/2022 0:00,2/15/2022,0:00,7.82,0.8,0.3,59.5,27.1,0.13,28.8,52.09,119.93,10.07
2/15/2022 1:00,2/15/2022,1:00,7.77,0.82,0.3,55.1,27.4,0.13,30.43,50.17,126.6,11.72
2/15/2022 2:00,2/15/2022,2:00,7.77,0.66,0.4,46.4,27.8,0.15,33.08,37.5,137.43,12.47
2/15/2022 3:00,2/15/2022,3:00,7.78,0.58,0.4,46.5,27.9,0.16,33.33,31.14,138.46,12.36
2/15/2022 4:00,2/15/2022,4:00,7.77,0.7,0.3,42.6,27.7,0.15,32.11,24.06,133.46,11.35
2/15/2022 5:00,2/15/2022,5:00,7.76,0.73,0.3,42.8,27.7,0.16,31.53,24.29,131.1,11.62
2/15/2022 6:00,2/15/2022,6:00,7.77,0.92,0.3,41.9,27.7,0.16,31.6,22.43,131.37,11.59
2/15/2022 7:00,2/15/2022,7:00,7.77,0.66,0.4,40.8,28,0.17,32.77,19.59,136.18,11.49
2/15/2022 8:00,2/15/2022,8:00,7.79,0.61,0.3,38.1,27.9,0.18,30.65,15.78,127.49,10.59
2/15/2022 9:00,2/15/2022,9:00,7.8,0.63,0.3,35.3,28.2,0.2,31.66,14.07,131.62,11.43
2/15/2022 10:00,2/15/2022,10:00,7.82,0.46,0.4,34.4,28.9,0.19,33.49,10.63,139.14,11.86
2/15/2022 11:00,2/15/2022,11:00,7.85,0.57,0.4,31.2,29.3,0.21,35.72,9.47,148.24,12.77
2/15/2022 12:00,2/15/2022,12:00,7.86,0.28,0.4,33.2,29.7,0.22,36.7,12.34,152.25,13.18
2/15/2022 13:00,2/15/2022,13:00,7.89,0.57,0.4,32.1,29.9,0.22,35.06,8.32,145.55,12.19
2/15/2022 14:00,2/15/2022,14:00,7.9,0.45,0.4,32,30.2,0.24,36.94,11.27,153.24,12.98
2/15/2022 15:00,2/15/2022,15:00,7.87,0.5,0.4,29.3,30.4,0.25,37.17,8.65,154.18,12.77
2/15/2022 16:00,2/15/2022,16:00,7.86,0.54,0.4,28.7,30.5,0.26,37.8,6.12,156.79,12.77
2/15/2022 17:00,2/15/2022,17:00,7.86,0.36,0.4,29.4,30.6,0.26,39.82,6.15,165.04,12.91
2/15/2022 18:00,2/15/2022,18:00,7.85,0.01,0.4,37.7,29.3,0.27,33.11,12.32,137.58,10.96
2/15/2022 19:00,2/15/2022,19:00,7.85,0,0.3,57.3,28.3,0.28,28.23,21.91,117.59,9.76
2/15/2022 20:00,2/15/2022,20:00,7.84,0.25,0.3,55.3,28.3,0.22,29.28,41.54,121.91,9.6
2/15/2022 21:00,2/15/2022,21:00,7.85,0.51,0.4,53.8,28.8,0.22,33.91,45.07,140.86,11.21
2/15/2022 22:00,2/15/2022,22:00,7.84,0.44,0.4,41.3,29.2,0.25,37.56,20.9,155.77,12.33
2/15/2022 23:00,2/15/2022,23:00,7.84,0.46,0.4,35.5,29.3,0.27,38.55,12.85,159.84,12.31
2/16/2022 0:00,2/16/2022,0:00,7.86,0.59,0.4,25.6,29.2,0.28,38.65,11.49,160.24,12.37
2/16/2022 1:00,2/16/2022,1:00,7.86,0.61,0.4,25.2,29.2,0.3,39.6,7.73,164.12,12.23
2/16/2022 2:00,2/16/2022,2:00,7.86,0.69,0.4,23.6,29.2,0.31,40.26,4.3,166.83,12.14
2/16/2022 3:00,2/16/2022,3:00,7.86,0.65,0.4,22.2,29.1,0.31,40.6,3.46,168.22,12.09
2/16/2022 4:00,2/16/2022,4:00,7.87,0.87,0.4,23.1,29.1,0.29,38.35,3.14,159.02,10.78
2/16/2022 5:00,2/16/2022,5:00,7.85,0.93,0.4,22.8,29.2,0.28,38.66,3.14,160.28,11.29
2/16/2022 6:00,2/16/2022,6:00,7.83,0.85,0.4,22.1,29.3,0.29,38.54,1.81,159.8,11.48
2/16/2022 7:00,2/16/2022,7:00,7.82,0.54,0.4,23.6,29.3,0.28,38.18,1.28,158.3,11.42
2/16/2022 8:00,2/16/2022,8:00,7.82,0.81,0.4,23.6,29.3,0.29,37.9,1.01,157.18,11.46
2/16/2022 9:00,2/16/2022,9:00,7.81,0.78,0.4,22.7,29.4,0.29,37.54,1.92,155.7,11.16
2/16/2022 10:00,2/16/2022,10:00,7.81,0.77,0.4,23.9,29.8,0.3,37.24,2.26,154.47,10.49
2/16/2022 11:00,2/16/2022,11:00,7.83,0.6,0.4,24.7,30.6,0.31,38.27,2.55,158.69,10.84
2/16/2022 12:00,2/16/2022,12:00,7.77,4.31,0.6,6.4,28.5,0.02,0,82.11,0,19.54
2/16/2022 13:00,2/16/2022,13:00,7.82,0.89,0.4,14.2,32.6,0.24,39.2,10.15,162.49,12.04
2/16/2022 14:00,2/16/2022,14:00,7.84,0.77,0.4,11.2,33,0.25,40.23,5.39,166.7,12.03
2/16/2022 15:00,2/16/2022,15:00,7.86,0.82,0.4,9.7,32.7,0.25,38.99,3.49,161.64,11.55
2/16/2022 16:00,2/16/2022,16:00,7.84,0.91,0.4,14,31.5,0.25,34.6,6.79,143.69,10.18
2/16/2022 17:00,2/16/2022,17:00,7.8,0.59,0.3,27.1,29.9,0.24,26.99,26.53,112.51,8.87
2/16/2022 18:00,2/16/2022,18:00,7.77,0.4,0.3,22.1,29.4,0.22,26.48,21.53,110.41,8.73
2/16/2022 19:00,2/16/2022,19:00,7.79,0.48,0.3,21.3,29.7,0.24,32.85,18.89,136.49,10.87
2/16/2022 20:00,2/16/2022,20:00,7.77,0.7,0.3,46.8,28.2,0.19,29.05,43.4,120.95,9.29
2/16/2022 21:00,2/16/2022,21:00,7.74,0.78,0.2,72.7,27.3,0.15,25.15,88.77,104.97,8.47
